"Incident ID","Incident Date","State","City Or County","Address","# Victims Killed","# Victims Injured","# Subjects-Suspects Killed","# Subjects-Suspects Injured","# Subjects-Suspects Arrested","Operations","Year","long","lat"
2027046,"June 7, 2021","Florida","Homestead","12550 SW 282nd St",2,3,1,0,0,"N/A","2021",-80.3930412857143,25.5054899795918
2026802,"June 6, 2021","Missouri","Saint Louis","100 N 7th St",0,4,0,0,0,"N/A","2021",-75.4759873,40.6113667
2026651,"June 6, 2021","North Carolina","Snow Hill","50  Katie Ct",0,4,0,0,0,"N/A","2021",-71.0173955963919,41.9654347
2027725,"June 6, 2021","Ohio","Cleveland","3700  Woodbridge Ave",0,8,0,0,0,"N/A","2021",-81.7093200100502,41.460898919598
2027375,"June 6, 2021","California","Oakland","5100  Ygnacio Ave",0,5,0,0,0,"N/A","2021",-122.203828,37.773578
2026123,"June 6, 2021","Florida","Miami (Kendall)","10549 SW 109th Ct",3,6,0,0,3,"N/A","2021",-80.3722437179997,25.6710074
2026713,"June 6, 2021","Utah","Salt Lake City","1354 N General Dr",1,4,0,0,2,"N/A","2021",-111.947716920892,40.79878985
2026112,"June 6, 2021","Illinois","Chicago","8900  S Cottage Grove Ave",0,8,0,0,0,"N/A","2021",-87.60514135,41.73286985
2026257,"June 5, 2021","Louisiana","New Orleans","10150 I-10 Service Rd",0,9,0,0,0,"N/A","2021",-89.9717094386317,30.0384776
2025260,"June 5, 2021","Indiana","Indianapolis","7500 N Shadeland Ave",2,2,0,0,0,"N/A","2021",-86.046222,39.890823
2025891,"June 4, 2021","Michigan","Muskegon","1675 E. Sherman Blvd",1,3,0,0,0,"N/A","2021",-86.1943210447628,43.205790736822
2022821,"June 2, 2021","Ohio","Toledo","1830 W Bancroft St",0,4,0,0,0,"N/A","2021",-83.587679,41.663494
2025254,"June 2, 2021","Arkansas","Magnolia","Calhoun Rd",0,4,0,0,1,"N/A","2021",-83.856677,31.6784202
2022391,"June 2, 2021","Ohio","Springfield","1935 S Yellow Springs St",0,6,0,0,2,"N/A","2021",-83.8289334166667,39.9047480416667
2021130,"May 31, 2021","New York","Brooklyn","Knickerbocker Ave",0,4,0,0,2,"N/A","2021",-73.9189811,40.6987479
2021398,"May 31, 2021","Missouri","Saint Louis","8800  N Broadway",0,4,0,0,0,"N/A","2021",-95.2215,29.634703
2022129,"May 31, 2021","Ohio","Cleveland (Garfield Heights)","13000  Alvin Ave",1,5,0,0,0,"N/A","2021",-71.0386244,42.2641607
2019751,"May 30, 2021","Alabama","Aliceville","7th Street NE",1,4,0,0,1,"N/A","2021",-85.744941,33.824529
2019622,"May 30, 2021","Florida","Hialeah","7630 NW 186th St",3,20,0,0,1,"N/A","2021",-80.3249878,25.9412447
2020535,"May 30, 2021","Illinois","Chicago","6718 S Stony Island Ave",0,4,0,0,0,"N/A","2021",-87.5867532,41.7727179
2019155,"May 29, 2021","Texas","San Antonio","3300  Fallen Leaf Ln",2,2,0,0,0,"N/A","2021",-98.548551,29.519532
2019384,"May 29, 2021","Missouri","Saint Louis","10466 W Florissant Ave",1,3,0,0,1,"N/A","2021",-90.2792021,38.7620979
